CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
144;MT;85504;B;21;0;;2.21375;1.82985;0.15414;CINZA;1214;;0
167;MT;111446;B;5;0;;2.09757;1.52611;0.10674;ROSA;1215;;0
166;MT;117634;A;14;0;;3.29744;2.42208;0.14073;ROSA;1215;;0
48;CH;125719;E;23;0;;2.53325;0.6643;0.17011;BRANCA;1193;;0
152;MT;125884;E;11;0;;3.44278;1.55674;0.09149;CINZA;1214;;0
151;MT;141566;C;9;0;;2.25456;2.26979;0.24366;CINZA;1214;;0
94;CN;10473;D;2;0;;1.71706;2.31394;0.30327;LARANJA;1308;;1
93;CN;111713;C;2;0;;1.29931;2.22016;0.2704;LARANJA;1308;;1
18;LC;118144;C;23;0;;2.43295;0.90091;0.13239;BRANCA;1244;;0
151;MT;87686;E;29;0;;1.94508;1.67467;0.08764;CINZA;1294;;0
148;MT;117920;A;30;0;;2.92825;1.17752;0.17261;CINZA;1294;;0
144;MT;44814;E;1;0;;1.59068;1.68621;0.13542;CINZA;1294;;0
137;MT;14774;E;18;0;;1.641;0.045;0.175;CINZA;1294;;0
178;MT;14434;C;4;0;;1.22381;2.26427;0.1642;AMARELA;1295;;0
166;MT;117730;A;30;0;;2.16697;2.85932;0.07989;AMARELA;1295;;0
165;MT;117920;A;30;0;;2.92825;1.17752;0.17261;AMARELA;1295;;0
179;MT;14774;E;18;0;;1.641;0.045;0.175;AMARELA;1296;;0
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;AMARELA;1296;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;AMARELA;1296;;0
47;CH;140951;D;22;0;;2.63908;0.27834;0.17545;AMARELA;1232;;0
6;LC;141229;A;14;0;;2.6904;1.08302;0.17386;BRANCA;1204;;0
5;LC;141707;A;7;0;;1.24572;1.98521;0.17301;BRANCA;1204;1;0
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;ROSA;1206;;0
27;LC;140847;C;20;0;;3.15133;0.25141;0.1738;ROSA;1206;;0
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;ROSA;1234;;0
85;CH;140548;C;29;0;;3.00594;-0.06348;0.20314;ROSA;1234;;0
82;CH;140951;D;22;0;;2.63908;0.27834;0.17545;ROSA;1234;;0
123;CN;54162;C;1;0;;0.82835;2.06704;0.0603;CINZA;1224;;0
118;CN;66259;B;20;0;;2.34079;1.00185;0.23885;CINZA;1224;;0
108;CN;47231;C;5;0;;5.9367;2.33396;0.11437;ROSA;1225;;0
88;CH;87223;B;3;0;;2.00691;2.05587;0.29477;BRANCA;1273;;0
82;CH;140951;D;22;0;;2.63908;0.27834;0.17545;LEITOR TELA;1240;;0
46;CH;140165;B;1;0;;1.08066;0.19929;0.20308;LEITOR TELA;1240;;0
3;LC;140725;E;8;0;;2.69388;1.12425;0.13443;AZUL;1241;0;0
19;LC;7582;D;3;0;;1.14699;0.542;0.138;ROSA;1243;;0
118;CN;117929;E;19;0;;3.66348;0.70045;0.30851;LARANJA;1268;;1
175;MT;117594;D;14;0;;2.85622;2.39663;0.21409;LARANJA;1297;;0
174;MT;126030;D;18;0;;3.85903;2.30004;0.32314;LARANJA;1297;;0
70;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;AMARELA;1272;;0
149;MT;125932;B;22;0;;3.05237;2.18342;0.22043;AMARELA;1255;;0
86;CH;140544;C;6;0;;3.93201;1.29457;0.20117;BRANCA;1273;;0
72;CH;141313;A;9;0;;1.73459;1.11117;0.2438;ROSA;1274;;0
53;CH;141104;A;13;0;;3.50089;0.56073;0.15911;VERDE;1312;;0
175;MT;117714;A;9;0;;2.60222;2.09304;0.17394;CINZA;1254;;0
15;LC;95315;E;9;0;;1.63827;-0.0426;0.13773;LARANJA;1287;;0
129;CN;111665;C;20;0;;3.83841;1.04691;0.14482;VERDE;1317;;0
79;CH;141066;C;16;0;;2.69465;0.38977;0.1655;AMARELA;1236;;0
70;CH;87223;B;3;0;;2.00691;2.05587;0.29477;AMARELA;1236;;0
59;CH;63858;C;4;0;;2.12258;0.82426;0.22694;AMARELA;1236;;0
48;CH;140536;B;2;0;;1.85938;0.20017;0.19319;AMARELA;1236;;0
41;LC;141423;E;20;0;;2.43139;0.95743;0.24644;AMARELA;1246;;0
34;LC;140909;A;27;0;;2.0402;0.915;0.1813;AMARELA;1246;;0
100;CN;87989;C;2;0;;2.32351;1.21005;0.10449;VERDE;1317;;0
72;CH;63635;C;1;0;;0.71667;1.29861;0.03594;AMARELA;1192;;0
4;LC;141707;A;7;0;;1.24572;1.98521;0.17301;LEITOR TELA;1210;1;0
3;LC;15035;A;6;0;;1.77757;-0.01459;0.17756;LEITOR TELA;1210;1;0
2;LC;140765;A;6;0;;3.17668;0.44857;0.18727;LEITOR TELA;1210;1;0
33;LC;140918;A;26;0;;2.96562;0.57507;0.16642;ROSA;1203;;0
30;LC;141474;D;23;0;;1.63551;0.00891;0.2048;ROSA;1203;;0
29;LC;140857;E;21;0;;1.2615;-0.59214;0.01135;ROSA;1203;;0
5;LC;141715;E;8;0;;2.65505;0.51608;0.18619;ROSA;1206;1;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;ROSA;1203;;0
14;LC;141260;A;12;0;;1.74835;0.77042;0.16206;ROSA;1203;;0
146;MT;39385;C;12;0;;2.28918;2.23364;0.23391;AMARELA;1212;;0
146;MT;14410;E;4;0;;2.38237;1.88674;0.10321;AZUL;1211;;0
139;MT;141567;D;24;0;;1.18793;1.75696;0.15183;AZUL;1211;;0
119;CN;117823;D;6;0;;3.78075;1.77929;0.05731;LARANJA;1227;;0
120;CN;83552;D;7;0;;2.40735;1.62185;0.13073;ROSA;1223;;0
65;CH;141136;A;1;0;;1.22125;2.63782;0.30445;VERDE;1312;;0
109;CN;83558;E;21;0;;1.52403;0.95966;0.15221;CINZA;1224;;0
132;CN;117887;E;12;0;;2.73097;0.32923;0.13662;ROSA;1225;;0
50;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;AMARELA;1276;;0
49;CH;140539;E;7;0;;2.09613;0.22557;0.2149;AMARELA;1276;;0
128;CN;117924;E;27;0;;2.12814;2.10133;0.11495;AMARELA;1302;;0
118;CN;41122;C;15;0;;2.94887;0.69942;0.20571;AMARELA;1302;;0
133;CN;41122;C;15;0;;2.94887;0.69942;0.20571;CINZA;1303;;0
99;CN;9513;B;6;0;;2.85738;1.3405;0.11903;AMARELA;1306;;0
98;CN;88570;C;4;0;;2.24692;1.39111;0.18364;AMARELA;1306;;0
97;CN;141738;A;4;0;;2.03842;2.62635;0.23027;LARANJA;1307;;0
78;CH;140426;E;28;0;;2.81419;0.63293;0.20398;LEITOR TELA;1280;;0
72;CH;141313;A;9;0;;1.73459;1.11117;0.2438;LEITOR TELA;1280;;0
69;CH;87839;A;9;0;;1.98671;1.12588;0.26402;LEITOR TELA;1280;;0
23;LC;140878;D;28;0;;2.15451;0.45326;0.16205;BRANCA;1284;;0
44;LC;140811;A;30;0;;2.03832;0.76702;0.24521;ROSA;1243;;0
37;LC;141215;D;12;0;;2.56885;1.16647;0.1452;ROSA;1243;;0
34;LC;140909;A;27;0;;2.0402;0.915;0.1813;ROSA;1243;;0
26;LC;141475;A;22;0;;3.31899;0.8809;0.16091;ROSA;1243;;0
22;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;AMARELA;1245;;0
99;CN;9513;B;6;0;;2.85738;1.3405;0.11903;AMARELA;1266;;0
98;CN;88570;C;4;0;;2.24692;1.39111;0.18364;AMARELA;1266;;0
95;CN;82828;A;3;0;;2.87792;1.6912;0.05316;AMARELA;1266;;0
94;CN;10473;D;2;0;;1.71706;2.31394;0.30327;AMARELA;1266;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;LARANJA;1267;;0
141;MT;53181;B;26;0;;2.23246;0.40894;0.15192;LARANJA;1298;;1
122;CN;63407;C;20;0;;1.67788;1.97964;0.28897;LEITOR TELA;1310;;0
66;CH;141017;D;7;0;;2.01061;1.68198;0.19435;ROSA;1234;;0
63;CH;118069;B;17;0;;1.626;1.23129;0.18301;ROSA;1234;;0
61;CH;141024;D;8;0;;1.38076;0.46553;0.21175;ROSA;1234;;0
57;CH;140157;E;12;0;;3.11132;-0.20743;0.2064;ROSA;1234;;0
48;CH;140536;B;2;0;;1.85938;0.20017;0.19319;ROSA;1234;;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;LEITOR TELA;1270;;0
113;CN;41122;C;15;0;;2.94887;0.69942;0.20571;LEITOR TELA;1270;;0
104;CN;89506;E;8;0;;1.59807;2.0059;0.08163;LEITOR TELA;1270;;0
95;CN;82828;A;3;0;;2.87792;1.6912;0.05316;LEITOR TELA;1270;;0
5;LC;140785;A;8;0;;2.4787;0.39216;0.33723;LARANJA;1208;0;1
60;CH;141049;D;22;0;;1.40431;0.08591;0.21032;AZUL;1191;;0
81;CH;140819;A;19;0;;0.93259;1.90011;0.09391;ROSA;1196;;0
23;LC;140880;B;16;0;;2.11251;0.83411;0.21824;LARANJA;1208;;1
17;LC;141229;A;14;0;;2.6904;1.08302;0.17386;LARANJA;1208;;1
15;LC;141201;C;12;0;;1.33139;1.23174;0.22153;LARANJA;1208;;1
129;CN;111665;C;20;0;;3.83841;1.04691;0.14482;LARANJA;1227;;0
86;CH;141070;E;8;0;;1.69043;0.2202;0.19072;AMARELA;1232;;0
85;CH;140180;A;11;0;;2.54102;0.57876;0.1767;AMARELA;1232;;0
134;CN;48492;B;28;0;;1.03631;2.13278;0.24911;VERDE;1229;;0
175;MT;16795;D;16;0;;1.05676;1.98507;0.08392;ROSA;1216;;0
73;CH;141022;E;25;0;;3.83368;0.79149;0.11063;VERDE;1199;;0
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;LEITOR TELA;1310;;0
56;CH;87839;A;9;0;;1.98671;1.12588;0.26402;AMARELA;1232;;0
87;CH;87839;A;9;0;;1.98671;1.12588;0.26402;BRANCA;1233;;0
93;CN;111713;C;2;0;;1.29931;2.22016;0.2704;LEITOR TELA;1310;;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;ROSA;1283;0;0
44;LC;140811;A;30;0;;2.03832;0.76702;0.24521;ROSA;1283;;0
42;LC;140926;D;26;0;;1.95105;-0.13372;0.19557;ROSA;1283;;0
144;MT;64151;E;2;0;;2.19283;2.05125;0.07643;LEITOR TELA;1260;;0
139;MT;44095;C;8;0;;2.56873;2.03809;0.20898;LEITOR TELA;1260;;0
137;MT;81329;D;19;0;;2.97925;1.78747;0.19488;LEITOR TELA;1260;;0
132;CN;126541;C;1;0;;3.08461;0.93344;0.24287;AZUL;1261;;0
149;MT;125956;A;29;0;;1.21177;3.11314;0.10322;AZUL;1291;;0
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;LARANJA;1277;;0
116;CN;60037;B;9;0;;3.05374;1.81691;0.33738;AZUL;1221;;0
162;MT;26888;C;12;0;;1.83542;2.96824;0.30697;LARANJA;1258;;1
37;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;ROSA;1205;;0
78;CH;140815;C;28;0;;1.15078;0.24134;0.01092;ROSA;1195;;0
76;CH;141350;A;12;0;;1.97882;2.37904;0.24518;ROSA;1195;;0
72;CH;140476;D;14;0;;2.98259;1.04358;0.22825;ROSA;1195;;0
79;CH;141123;D;3;0;;0.76651;1.69321;0.09277;LEITOR TELA;1200;;0
67;CH;140571;B;4;0;;2.01758;1.4703;0.23595;LEITOR TELA;1200;;0
138;MT;14887;X;26;1;Exclusão pedagógica;;;;ROSA;1216;;0
177;MT;125884;E;11;0;;3.44278;1.55674;0.09149;LARANJA;1217;;0
169;MT;125929;B;9;0;;1.58702;2.1908;0.24232;LARANJA;1217;;0
51;CH;141363;B;11;0;;3.81637;0.70936;0.15459;LEITOR TELA;1200;;0
49;CH;140674;D;12;0;;1.18697;0.2661;0.22138;LEITOR TELA;1200;;0
35;LC;141776;C;15;0;;1.22341;0.82185;0.06897;AMARELA;1202;;0
144;MT;86360;D;17;1;Bis<0,01 e Problemas na convergência;;;;LARANJA;1218;;1
142;MT;13725;D;12;0;;3.5851;1.4869;0.21903;LARANJA;1218;;1
177;MT;125884;E;11;0;;3.44278;1.55674;0.09149;VERDE;1219;;0
7;LC;40390;A;22;0;;2.71986;-1.03297;0.01557;LARANJA;1208;;1
40;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;VERDE;1209;;0
81;CH;140453;A;17;0;;3.06915;0.94872;0.17725;AMARELA;1192;;0
49;CH;140674;D;12;0;;1.18697;0.2661;0.22138;VERDE;1199;;0
25;LC;141814;A;18;0;;1.22374;0.19619;0.20612;ROSA;1205;;0
23;LC;140880;B;16;0;;2.11251;0.83411;0.21824;ROSA;1205;;0
76;CH;48754;A;21;0;;2.43245;0.67281;0.278;AMARELA;1192;;0
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;LARANJA;1207;;0
27;LC;140847;C;20;0;;3.15133;0.25141;0.1738;LARANJA;1207;;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;LARANJA;1207;;0
135;CN;63155;D;26;0;;3.97972;1.34607;0.24211;LEITOR TELA;1230;;0
133;CN;66330;A;7;0;;1.0858;2.67412;0.10118;LEITOR TELA;1230;;0
132;CN;117887;E;12;0;;2.73097;0.32923;0.13662;LEITOR TELA;1230;;0
16;LC;141214;A;13;0;;2.36405;0.00914;0.19662;VERDE;1313;;0
138;MT;125990;A;23;0;;2.71883;1.96573;0.12171;ROSA;1253;;0
164;MT;53460;C;26;0;;2.93674;0.49751;0.15129;CINZA;1254;;0
160;MT;96489;B;5;0;;1.95326;0.87566;0.13053;CINZA;1254;;0
158;MT;28543;D;16;0;;1.5737;0.99995;0.19925;CINZA;1254;;0
39;LC;140844;D;18;0;;1.35625;-0.20143;0.209;LARANJA;1248;;1
30;LC;14898;A;25;0;;1.62348;1.05337;0.21956;LARANJA;1248;;1
22;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;LARANJA;1248;;1
21;LC;141283;B;14;0;;2.20125;0.82582;0.2119;LARANJA;1248;;1
169;MT;53181;B;26;0;;2.23246;0.40894;0.15192;AZUL;1291;;0
155;MT;117594;D;14;0;;2.85622;2.39663;0.21409;AZUL;1291;;0
89;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;AZUL;1191;;0
86;CH;141022;E;25;0;;3.83368;0.79149;0.11063;AZUL;1191;;0
83;CH;140815;C;28;0;;1.15078;0.24134;0.01092;AZUL;1191;;0
82;CH;125684;B;16;0;;3.5628;0.50483;0.22204;AZUL;1191;;0
136;MT;117596;B;5;0;;1.88551;3.17516;0.20307;AMARELA;1252;;0
122;CN;89506;E;8;0;;1.59807;2.0059;0.08163;CINZA;1303;;0
37;LC;141215;D;12;0;;2.56885;1.16647;0.1452;LEITOR TELA;1250;;0
141;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AMARELA;1252;;0
135;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AMARELA;1262;;0
92;CN;117828;B;19;0;;2.80401;1.5881;0.34028;AMARELA;1262;;0
4;LC;140732;B;7;0;;2.91867;0.12363;0.19992;VERDE;1209;0;0
2;LC;140736;D;8;0;;2.40685;0.91466;0.10159;VERDE;1209;0;0
95;CN;82828;A;3;0;;2.87792;1.6912;0.05316;LARANJA;1268;;1
73;CH;118069;B;17;0;;1.626;1.23129;0.18301;AZUL;1271;;0
32;LC;141450;A;2;0;;2.53799;0.9971;0.24444;AMARELA;1245;;0
30;LC;14898;A;25;0;;1.62348;1.05337;0.21956;AMARELA;1245;;0
177;MT;14389;A;15;0;;0.96035;1.52433;0.14823;AZUL;1211;;0
13;LC;140869;E;24;0;;1.15309;1.88931;0.22049;BRANCA;1204;;0
9;LC;141233;D;9;0;;1.74151;0.50452;0.15417;BRANCA;1204;;0
27;LC;140847;C;20;0;;3.15133;0.25141;0.1738;LEITOR TELA;1210;;0
26;LC;141448;C;19;0;;0.99432;-0.13224;0.02226;LEITOR TELA;1210;;0
152;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AZUL;1211;;0
149;MT;125884;E;11;0;;3.44278;1.55674;0.09149;AZUL;1211;;0
125;CN;89675;C;9;0;;2.45026;2.11499;0.18741;CINZA;1263;;0
128;CN;40431;B;24;0;;2.92795;1.7851;0.12882;AMARELA;1306;;0
100;CN;14425;A;30;0;;1.15501;0.25068;0.12671;CINZA;1263;;0
107;CN;97670;D;10;0;;1.79447;0.29152;0.16547;ROSA;1264;;0
115;CN;13234;B;17;0;;1.03245;1.23487;0.12791;AMARELA;1265;;0
97;CN;9513;B;6;0;;2.85738;1.3405;0.11903;AMARELA;1262;;0
118;CN;85789;C;7;0;;3.69143;1.47336;0.20493;CINZA;1263;;0
103;CN;63131;C;20;0;;3.05747;2.28881;0.29517;CINZA;1263;;0
124;CN;81637;D;21;0;;3.54994;1.89617;0.19877;ROSA;1264;;0
125;CN;111492;D;22;0;;1.98795;2.27444;0.11215;AMARELA;1265;;0
78;CH;140426;E;28;0;;2.81419;0.63293;0.20398;LARANJA;1238;;1
73;CH;141021;B;24;0;;2.15539;2.47587;0.28708;LARANJA;1238;;1
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;LEITOR TELA;1240;;0
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1241;;0
42;LC;7238;E;18;0;;1.89;0.197;0.172;AZUL;1241;;0
35;LC;140866;E;17;0;;1.49999;1.57603;0.1612;AZUL;1241;;0
14;LC;140844;D;18;0;;1.35625;-0.20143;0.209;AMARELA;1282;;0
27;LC;7238;E;18;0;;1.89;0.197;0.172;BRANCA;1284;;0
151;MT;111446;B;5;0;;2.09757;1.52611;0.10674;AMARELA;1212;;0
115;CN;111466;A;1;0;;3.38485;2.02004;0.18168;LEITOR TELA;1230;;0
96;CN;85436;E;29;0;;1.56816;1.75342;0.18632;LARANJA;1228;;1
101;CN;97813;C;15;0;;3.04923;2.24438;0.15941;LEITOR TELA;1230;;0
167;MT;111446;B;5;0;;2.09757;1.52611;0.10674;ROSA;1216;;0
8;LC;140848;B;19;0;;1.22583;0.23244;0.19294;BRANCA;1284;;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;ROSA;1243;0;0
24;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;ROSA;1243;;0
40;LC;141467;E;22;0;;2.80475;0.9347;0.17052;AMARELA;1245;;0
38;LC;11815;C;13;0;;1.24801;0.998;0.194;AMARELA;1245;;0
36;LC;140848;B;19;0;;1.22583;0.23244;0.19294;AMARELA;1245;;0
42;LC;141448;C;19;0;;0.99432;-0.13224;0.02226;BRANCA;1204;;0
156;MT;125977;D;23;0;;2.04085;1.27709;0.27067;AMARELA;1212;;0
61;CH;141116;C;15;0;;3.91893;0.65977;0.17428;AZUL;1231;;0
52;CH;140951;D;22;0;;2.63908;0.27834;0.17545;AZUL;1231;;0
165;MT;14994;E;28;0;;2.70307;1.3682;0.16099;ROSA;1216;;0
126;CN;84041;A;3;0;;3.68114;1.27129;0.1;VERDE;1229;;0
124;CN;60978;B;25;0;;1.85476;1.5224;0.17445;VERDE;1229;;0
123;CN;82754;D;16;0;;1.76985;1.97126;0.14344;VERDE;1229;;0
61;CH;141106;E;5;0;;3.29734;1.19128;0.15604;ROSA;1194;;0
61;CH;141106;E;5;0;;3.29734;1.19128;0.15604;LARANJA;1198;;1
49;CH;140674;D;12;0;;1.18697;0.2661;0.22138;LARANJA;1198;;1
61;CH;141106;E;5;0;;3.29734;1.19128;0.15604;VERDE;1199;;0
10;LC;141212;B;11;0;;1.8902;0.53683;0.20416;ROSA;1205;;0
58;CH;48754;A;21;0;;2.43245;0.67281;0.278;LARANJA;1198;;1
3;LC;140743;B;6;0;;2.79003;0.21669;0.49995;ROSA;1205;0;0
4;LC;140732;B;7;0;;2.91867;0.12363;0.19992;ROSA;1206;0;0
97;CN;26042;D;19;0;;3.9865;1.63479;0.19026;ROSA;1223;;0
134;CN;48492;B;28;0;;1.03631;2.13278;0.24911;ROSA;1223;;0
158;MT;37312;D;4;0;;1.84465;0.56332;0.22289;AMARELA;1292;;0
155;MT;14774;E;18;0;;1.641;0.045;0.175;AMARELA;1292;;0
154;MT;14434;C;4;0;;1.22381;2.26427;0.1642;AMARELA;1292;;0
153;MT;6954;C;3;0;;2.416;0.991;0.118;AMARELA;1292;;0
152;MT;125965;C;10;0;;2.47907;0.45055;0.17829;AMARELA;1292;;0
151;MT;64151;E;2;0;;2.19283;2.05125;0.07643;AMARELA;1292;;0
92;CN;111466;A;1;0;;3.38485;2.02004;0.18168;AMARELA;1222;;0
106;CN;60689;C;18;0;;3.51837;1.46881;0.26943;ROSA;1223;;0
104;CN;47317;A;4;0;;2.53442;1.21479;0.15339;ROSA;1223;;0
60;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;AMARELA;1272;;0
100;CN;87989;C;2;0;;2.32351;1.21005;0.10449;ROSA;1225;;0
118;CN;12018;D;29;0;;1.82986;1.82071;0.19864;ROSA;1226;;0
75;CH;141051;A;18;0;;1.90228;1.5999;0.16847;LEITOR TELA;1200;;0
161;MT;125936;E;13;0;;1.74431;2.97759;0.09777;AMARELA;1296;;0
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;AMARELA;1256;;0
166;MT;117730;A;30;0;;2.16697;2.85932;0.07989;AMARELA;1256;;0
152;MT;141582;C;30;0;;1.46956;2.91942;0.24283;LEITOR TELA;1220;;0
148;MT;14366;C;1;0;;1.52531;0.63295;0.18496;LEITOR TELA;1220;;0
107;CN;97670;D;10;0;;1.79447;0.29152;0.16547;ROSA;1304;;0
116;CN;9513;B;6;0;;2.85738;1.3405;0.11903;CINZA;1263;;0
115;CN;82828;A;3;0;;2.87792;1.6912;0.05316;CINZA;1263;;0
93;CN;111713;C;2;0;;1.29931;2.22016;0.2704;AMARELA;1306;;0
92;CN;126541;C;1;0;;3.08461;0.93344;0.24287;AMARELA;1306;;0
135;CN;14425;A;30;0;;1.15501;0.25068;0.12671;LARANJA;1307;;0
55;CH;141422;A;13;0;;2.48797;0.09997;0.18327;LEITOR TELA;1280;;0
172;MT;6954;C;3;0;;2.416;0.991;0.118;CINZA;1294;;0
10;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;BRANCA;1244;;0
89;CH;141122;D;11;0;;2.6472;0.15404;0.18491;AMARELA;1272;;0
87;CH;141028;D;10;0;;2.27674;0.22219;0.20185;AMARELA;1272;;0
166;MT;117730;A;30;0;;2.16697;2.85932;0.07989;AMARELA;1296;;0
106;CN;126545;A;10;0;;1.75908;1.33559;0.23258;LEITOR TELA;1310;;0
126;CN;14364;E;22;0;;1.30204;-0.26232;0.10055;LEITOR TELA;1270;;0
120;CN;117828;B;19;0;;2.80401;1.5881;0.34028;LEITOR TELA;1270;;0
160;MT;125914;D;24;0;;1.7035;1.0704;0.1698;LEITOR TELA;1260;;0
85;CH;141383;C;10;0;;1.74142;-0.55783;0.01877;ROSA;1194;;0
84;CH;140214;D;9;0;;1.22847;0.57309;0.22441;ROSA;1194;;0
24;LC;140959;C;17;0;;3.54204;2.45238;0.11597;ROSA;1206;;0
20;LC;140944;E;15;0;;1.74817;1.91976;0.19926;ROSA;1206;;0
15;LC;141201;C;12;0;;1.33139;1.23174;0.22153;ROSA;1206;;0
3;LC;141715;E;8;0;;2.65505;0.51608;0.18619;AZUL;1201;1;0
67;CH;140543;E;8;0;;0.81816;1.56049;0.23382;AMARELA;1192;;0
56;CH;95744;C;15;0;;2.88236;0.7685;0.1722;AMARELA;1192;;0
55;CH;140534;D;6;0;;2.79594;0.44013;0.15523;AMARELA;1192;;0
51;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;AMARELA;1192;;0
164;MT;14887;X;26;1;Exclusão pedagógica;;;;AZUL;1211;;0
21;LC;120648;C;14;0;;1.82581;1.45066;0.12254;AMARELA;1202;;0
153;MT;125935;E;17;0;;1.13247;0.13877;0.19155;AZUL;1211;;0
112;CN;43890;E;27;0;;3.63689;1.43988;0.1836;AMARELA;1222;;0
109;CN;82754;D;16;0;;1.76985;1.97126;0.14344;AMARELA;1222;;0
104;CN;86347;B;28;0;;3.97355;1.19295;0.12256;AMARELA;1222;;0
82;CH;140951;D;22;0;;2.63908;0.27834;0.17545;AMARELA;1275;;0
77;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AMARELA;1275;;0
174;MT;126030;D;18;0;;3.85903;2.30004;0.32314;ROSA;1253;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;VERDE;1316;;0
164;MT;14389;A;15;0;;0.96035;1.52433;0.14823;VERDE;1316;;0
162;MT;141540;A;29;0;;2.11162;2.38012;0.17296;VERDE;1316;;0
160;MT;117633;D;5;0;;1.37105;2.55621;0.17151;VERDE;1316;;0
158;MT;37441;D;22;0;;3.01304;2.67185;0.08455;VERDE;1316;;0
156;MT;24523;A;28;0;;2.68656;2.50464;0.12713;VERDE;1316;;0
152;MT;141582;C;30;0;;1.46956;2.91942;0.24283;VERDE;1316;;0
116;CN;82446;A;23;0;;2.66863;2.35839;0.05501;VERDE;1317;;0
10;LC;140866;E;17;0;;1.49999;1.57603;0.1612;AMARELA;1246;;0
20;LC;118144;C;23;0;;2.43295;0.90091;0.13239;LEITOR TELA;1250;;0
18;LC;14713;E;15;0;;1.29568;1.21007;0.14848;LEITOR TELA;1250;;0
112;CN;88089;C;28;0;;1.81565;0.85403;0.17723;AMARELA;1262;;0
108;CN;126545;A;10;0;;1.75908;1.33559;0.23258;AMARELA;1262;;0
103;CN;111713;C;2;0;;1.29931;2.22016;0.2704;AMARELA;1262;;0
117;CN;96496;B;17;0;;3.65573;1.2408;0.31288;ROSA;1304;;0
115;CN;13234;B;17;0;;1.03245;1.23487;0.12791;ROSA;1304;;0
137;MT;85504;B;21;0;;2.21375;1.82985;0.15414;VERDE;1315;;0
37;LC;141215;D;12;0;;2.56885;1.16647;0.1452;LEITOR TELA;1290;;0
34;LC;140909;A;27;0;;2.0402;0.915;0.1813;LEITOR TELA;1290;;0
175;MT;117594;D;14;0;;2.85622;2.39663;0.21409;LEITOR TELA;1300;;0
105;CN;97767;D;6;0;;1.78472;1.98863;0.10818;VERDE;1318;;0
58;CH;48754;A;21;0;;2.43245;0.67281;0.278;ROSA;1194;;0
76;CH;141350;A;12;0;;1.97882;2.37904;0.24518;ROSA;1196;;0
69;CH;140430;A;27;0;;3.07524;1.19358;0.14876;ROSA;1196;;0
66;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;ROSA;1196;;0
59;CH;141388;C;24;0;;1.83018;0.5613;0.10742;ROSA;1196;;0
57;CH;140581;E;8;0;;2.88883;0.67105;0.18912;ROSA;1196;;0
53;CH;141104;A;13;0;;3.50089;0.56073;0.15911;ROSA;1196;;0
45;LC;140949;C;16;0;;1.43175;0.80537;0.12273;LARANJA;1208;;1
53;CH;141104;A;13;0;;3.50089;0.56073;0.15911;LARANJA;1197;;0
40;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;ROSA;1203;;0
39;LC;140880;B;16;0;;2.11251;0.83411;0.21824;BRANCA;1204;;0
38;LC;141802;E;10;0;;2.59779;-0.03089;0.21017;BRANCA;1204;;0
102;CN;14385;D;24;0;;1.37738;0.01054;0.19554;LEITOR TELA;1230;;0
145;MT;27119;D;19;0;;2.99818;0.86032;0.22079;ROSA;1215;;0
97;CN;84041;A;3;0;;3.68114;1.27129;0.1;AZUL;1221;;0
56;CH;140453;A;17;0;;3.06915;0.94872;0.17725;VERDE;1311;;0
